,OBJECTID,CTYUA20CD,CTYUA20NM,Shape__Are,Shape__Len,geometry,County / unitary (as of April 2021),1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
10,11,E06000011,East Riding of Yorkshire,2412613738.89523,340793.497810578,"POLYGON ((516814.7592 475008.794299999, 519999.9862 473797.600299999, 524066.6005 472253.7982, 525836.7 470650.5001, 523991.9992 469226.3048, 519999.9764 468535.675799999, 519944.5977 468526.0952, 517967.9008 466164.300799999, 517083.6027 463450.4981, 517161.9803 459999.978599999, 517199.2002 458361.400699999, 519999.9905 450308.0703, 521284.4036 446614.8972, 525636.26 440000.0088, 529075.9039 434771.6973, 539982.0005 420498.2017, 539999.9741 420447.7108, 540159.3419999999 420000.019099999, 541530.1917 416149.0692, 542221.9434 414098.452500001, 542118.9558999999 413693.0462, 539999.9886 410781.5363, 539893.4085 410635.092700001, 539903.2144000001 410676.439200001, 539999.9876 410823.3323, 542113.2 414031, 541818.5 414922.699999999, 540000.0185 416283.538799999, 537693.0976 418009.895300001, 534519.9001 418893.5, 533592.4996 418418.7992, 532313.2014 419452.500399999, 533451.4999000001 418377.5, 528799.3003 416476.3002, 525490.3996 417092.798800001, 522416.4261 420000.007999999, 519999.9879 422285.353499999, 517108.8994 425019.599300001, 515916.3988 427476.4954, 515429.6785 427689.4344, 516047.2974 430159.7974, 515180.0984 431094.799799999, 515254.9965 433081.101199999, 513544.8967 433120.799900001, 510966.6001 436533.0031, 507946.0962 435533.7992, 508168.8035 434256.2049, 506013.0993 433954.101299999, 506338.804 431536.4034, 504376.9989 430522.503599999, 504132.4009 429442.8027, 505475.8017 429362.295700001, 504178.8041 427276.3028, 504417.3008 425955.8749, 500000.0242 425185.785599999, 496298.1994 424541.295700001, 493566.7998 426506.800100001, 490458.0985 427268.5952, 490005.199 426692.299900001, 491236.3008 426896.000600001, 487752.9026 425864.9968, 486180.7009 423890.500600001, 484251.2198 424133.274, 486028.1018 423141.1963, 485807.8054 420893.3277, 484528.3994 421078.197000001, 481089.9039 418441.3018, 481231.0016 419319.1006, 480142.9009 418759.0009, 476256.7975 415781.903100001, 475119.4985 416283.499500001, 469695.3036 418585.2006, 462971.3986 418147.296, 459323.7011 419602.0996, 460790.2006 421296.3046, 461165.7962 423457.7959, 462038.0989 423777.4044, 463558.0017 422364.0989, 467422.2969 422758.3961, 467398.8975 423659.098300001, 468583.2015 423203.998500001, 468886.1004 424770.700099999, 472442.2034 425216.3025, 471941.9014 426801.0989, 468652.1962 427124.1964, 467781.0973 428653.898499999, 470745.3039 430447.0952, 470273.2989 434465.9048, 471197.0013 436072.9048, 469834.7029 436878.7042, 469270.6005 441109.1032, 470863.299 443264.7962, 471022.4039 444363.7016, 469132.3968 444702.004799999, 470920.6022 447789.301100001, 470880.1024 452129.398700001, 470020.7032 453010.4965, 470559.7983 455585.0995, 472603.9963 456508.6952, 473586.1974 458488.2985, 478666.6969 459343.2038, 478775.3998 458781.5046, 483007.4 460102.0966, 483289.1997 458153.104499999, 486376.2001 457775.502499999, 486099.1 460215.0042, 487890.3973 460961.1007, 488823.4002 462975.903899999, 487781.2986 463844.995200001, 490696.8017 464724.003599999, 494071.5959 467407.4954, 496610.8027 466510.902100001, 500394.9971 469057.7031, 501130.5967 470089.897600001, 500834.5001 471108.696, 502860.996 472429.8978, 502398.4975 475383.802200001, 503347.603 476516.9979, 505136.5009 476830.898, 506226.3001 474361.604800001, 508108.2023 473599.302999999, 509572.3025 474014.904100001, 510890.1024 472484.0023, 513414.196 473023.4979, 515766.9983 472178.0998, 516814.7592 475008.794299999))",East Riding of Yorkshire,294403.0,295948.0,299270.0,302348.0,304388.0,304134.0,305491.0,306845.0,309144.0,311511.0,314854,318633,321869,325117,327268,328587,330865,332464,332748,333599,334673,335901,336072,337242,336756,337804,338061,339614,341173
11,12,E06000012,North East Lincolnshire,187657861.148621,75953.9464686513,"POLYGON ((533611.7583 405323.932700001, 531729.7994 403907.202199999, 528388.2988 404190.601, 527799.2963 400901.502499999, 526467.3974 400493.1994, 526869.3029 399579.301000001, 525696.7975 398677.599099999, 527452.5998 396641.6019, 524971.9989 394618.0012, 524198.8018 394862.0013, 523015.3965 396028.897299999, 522665.0968 398132.2952, 520789.7989 398414.904300001, 520296.2 400170.901699999, 518828.9997 400328.6965, 519190.1004 403173.802100001, 518703.1965 405381.000299999, 518084.8005 405465.6961, 520014.6972 409222.8006, 519611.5961 409846.702, 517809.1021 409400.399800001, 516956.9008 411408.8049, 515854.0992 411203.8035, 516022.7024 412210.895300001, 513082.3982 414321.5011, 516988.4959 415611.8018, 518799.1008 417224.626800001, 518814.0019 417204.3959, 520000.0083 416237.8871, 526348.8994 411064.003599999, 527258.3001 410637.799900001, 527766.8026000001 411449.703199999, 528477.5021 411243.6021, 533611.7583 405323.932700001))",North East Lincolnshire,161039.0,161211.0,161825.0,161378.0,160401.0,159172.0,158560.0,157825.0,157988.0,157633.0,157951,158003,158373,158542,158725,158610,158589,158708,158689,158951,159735,159788,159963,160019,159971,159828,159826,159821,159563
12,13,E06000013,North Lincolnshire,846504712.657303,177069.182075893,"MULTIPOLYGON (((497795.3001 422008.5998, 496810.3997 421526.0996, 495485.7998 422529.600099999, 497795.3001 422008.5998)), ((512674.2005 425540.2996, 515991.5415 421036.4023, 516533.04 420004.869999999, 517358.1241 419181.0163, 518799.1008 417224.626800001, 516988.4959 415611.8018, 513082.3982 414321.5011, 511992.0961 414413.604699999, 512559.3975 412307.297700001, 510325.4971 408174.500700001, 504947.4994 408562.5996, 504122.4985 409803.104499999, 501666.501 406904.404200001, 500089.7979 406527.302200001, 499426.9033 405576.904200001, 504081.3969 406665.002800001, 505608.8027 405115.296399999, 505848.396 403507.6965, 500355.0993 401968.1972, 500529.0041 399257.403200001, 501529.7979 398655.795399999, 496252.497 396836.995999999, 491079.1005 396589.9967, 491311.1989 402672.9955, 483665.0014 403321.399900001, 482872.6015 401148.002, 481814.7025 400950.998400001, 481623.1037 398752.797599999, 480777.1027 398456.5024, 480803.8992 396978.0956, 479948.5978 396038.3046, 474986.2006 397208.6996, 472053.5972 396493.904200001, 471779.3995 397069.6994, 473075.6962 398163.0964, 470701.1021 401171.5952, 470917.6999 402082.304500001, 469724.7962 402396.804500001, 470114.1033 404292.6018, 473510.5985 405103.499700001, 472898.1966 406255.899900001, 473546.3985 408341.3029, 472872.2988 408571.7969, 473058.596 410194.102600001, 475119.4985 416283.499500001, 476256.7975 415781.903100001, 480142.9009 418759.0009, 481231.0016 419319.1006, 481089.9039 418441.3018, 484528.3994 421078.197000001, 485807.8054 420893.3277, 486054.9998 421690.203199999, 486939.3919 420831.2674, 486315.5988 422876.1022, 489896.3002 424606.4001, 491791.0038 425120.4, 493447.9976 422802.703299999, 497628.2999 421068.5997, 500000.0033 422742.1183, 501079.601 423503.9027, 506163.4975 423466.303400001, 512674.2005 425540.2996)))",North Lincolnshire,152907.0,152910.0,152185.0,152853.0,151844.0,152211.0,152242.0,152230.0,151962.0,152470.0,152964,154240,156196,158211,159679,161163,162801,164519,165572,166539,167516,168351,168716,169213,169843,170807,171294,172005,172292
13,14,E06000014,York,275337364.606918,84229.8119266521,"POLYGON ((470559.7983 455585.0995, 470020.7032 453010.4965, 470880.1024 452129.398700001, 470920.6022 447789.301100001, 469132.3968 444702.004799999, 471022.4039 444363.7016, 470863.299 443264.7962, 469500.0029 444062.797800001, 466315.6036 442579.802300001, 465282.0028 444210.4955, 461574.6028 442445.500700001, 459833.4025 443672.499500001, 458933.7015 442539.1039, 452922.6974 447657.798699999, 451015.5983 453472.804199999, 451473.7021 454675.300000001, 453730.8041 454673.500499999, 453066.7963 456354.3993, 454141.3009 456553.4024, 455705.3973 455123.2018, 456680.6973 455346.897700001, 455871.997 456657.4026, 456379.2991 459658.203600001, 457724.2005 459584.2048, 459719.497 461720.303400001, 461728.1011 461727.701199999, 461651.1005 462701.702400001, 464629.9998 461931.502900001, 465425.4998 462603.8005, 467784.7004 459044.599300001, 466642.0008 456769.4005, 467252.3003 457008.6021, 467493.996 456115.797599999, 466013.9003 454577.597899999, 470559.7983 455585.0995))",York,172272.0,171657.0,171681.0,172673.0,172859.0,174470.0,174953.0,176277.0,177145.0,179107.0,181291,182088,183960,186643,188214,188977,189770,190768,192398,195070,197783,199567,202113,203654,205784,206920,208163,209893,210618
14,15,E06000015,Derby,78270268.2160492,40201.8369858684,"POLYGON ((441245.2009 333953.995999999, 440270.1976 333833.9004, 439198.8014 332054.4998, 438902.9027 329886.3004, 437380.6995 329455.103800001, 436168.9971 330697.498199999, 434123.0016 330406.701400001, 433532.8037 332045.3024, 430933.4987 332550.297800001, 429896.0969 335340.3992, 430748.999 336405.804199999, 433161.8996 337895.097899999, 433988.0959 341063.301000001, 435383.3994 341078.696599999, 435804.2026 339383.501900001, 439786.8969 339376.8038, 438813.4025 337736.703299999, 441570.8973 336678.2962, 441245.2009 333953.995999999))",Derby,222881.0,224129.0,225217.0,226548.0,227650.0,229225.0,230477.0,230893.0,231252.0,230794.0,230726,231979,232827,234501,236470,238110,239917,241865,243980,247035,248943,250582,251312,252313,253875,256203,257034,257174,257302
15,16,E06000016,Leicester,73589165.1551971,40830.2301887663,"POLYGON ((464453.3988 306785.7029, 464594.9995 304520.701199999, 463026.5003 302658.6042, 461260.1032 302460.900800001, 460812.0995 300165.797800001, 459690.9031 300333.5998, 458115.2967 299255.6983, 457726.303 298472.2026, 456948.8019 298630.6972, 457144.8035 299555.4025, 456035.6037 299776.699200001, 456596.6966 302025.395500001, 453156.7994 304373.303400001, 453737.6969 305275.6951, 454863.4034 305044.101399999, 455201.0963 307300.695499999, 455667.6019 309240.700099999, 457057.1998 310757.296, 458008.4984 310282.8018, 458986.6018 307872.901699999, 459680.2011 308748.700999999, 462642.297 308389.7037, 464453.3988 306785.7029))",Leicester,281467.0,281949.0,285620.0,289504.0,291741.0,291039.0,289611.0,290009.0,285940.0,283787.0,282757,285295,288648,294127,301543,306548,311303,315473,319708,324912,329627,332067,334631,338491,344036,349513,353540,355218,354224
16,17,E06000017,Rutland,392185479.476913,96395.3187509396,"POLYGON ((501933.204 305782.100199999, 500414.6039 305989.1009, 498904.6034 304131.9025, 498101.4025 301376.5012, 498714.0023 300447.3972, 497765.9027 300605.901799999, 496851.2039 299621.8035, 496175.9004 300728.3968, 495826.7963 299782.497500001, 494737.2032 299890.5966, 489931.2973 296467.1965, 487368.1963 292674.102299999, 485403.2993 294255.1997, 485611.7015 295304.3994, 484155.2032 297061.896299999, 483757.7995 299009.298800001, 481888.7019 300662.5956, 479959.4977 300501.7017, 480939.3985 303213.995300001, 480698.5026 306040.2962, 482457.7018 308668.204, 482139.698 311473.301100001, 479688.4991 313761.796, 480225.6978 315267.605, 482692.9004 316956.101600001, 484379.9966 316181.5034, 490252.7969 318512.0962, 493877.5979 318926.897500001, 494224.5995 317895.602700001, 496433.0968 318229.997, 498670.6003 316638.3026, 498538.5969 314953.105, 501805.3973 313503.799799999, 506145.1027 313125.598099999, 505953.6029 310704.801100001, 504488.9998 309191.904100001, 501100.6012 307911.2007, 499943.8026 308522.4957, 501933.204 305782.100199999))",Rutland,33021.0,32761.0,32369.0,32209.0,32796.0,33132.0,32866.0,32553.0,33537.0,34141.0,34598,35295,35559,35623,36115,36510,37110,37478,37417,37670,37581,37096,37791,38263,38352,38949,39474,39697,39927
17,18,E06000018,Nottingham,75870408.9552002,49574.8901430337,"POLYGON ((461502.104 339409.104499999, 460600.1025 338663.9978, 458442.9967 338730.998600001, 457777.1008 337518.4957, 457071.1009 338070.4977, 456694.7963 333953.5962, 455509.9976 332716.700200001, 452968.5976 334395.6996, 453162.2989 335258.7026, 453965.2029 334970.0952, 455078.8963 335856.8014, 450694.1975 339798.403100001, 451678.8969 341416.1, 450661.2008 343285.604900001, 452052.2993 342921.999, 453576.9018 343649.300799999, 452514.5009 344079.297700001, 452089.097 345921.2005, 453100.9968 347049.997400001, 454920.7972 347117.797900001, 457568.6986 345806.0034, 456900.2962 344761.602399999, 457937.0962 344513.4034, 457664.3001 343558.296800001, 458990.7985 343260.402100001, 459192.0027 341522.5996, 461502.104 339409.104499999))",Nottingham,279428.0,279783.0,278692.0,277215.0,277613.0,276704.0,278594.0,277365.0,273537.0,270739.0,268939,271769,275547,279624,284834,286459,288164,290783,294808,299753,303899,308463,310657,314385,318936,324779,329209,331069,332900
18,19,E06000019,"Herefordshire, County of",2180535921.47885,285426.725653293,"POLYGON ((357958.1036 267827.5045, 354875.1021 267517.103399999, 356448.6968 265551.1961, 359305.5033 264997.5046, 357214.3002 262740.1008, 357148.2985 260427.9026, 360898.5975 261771.3981, 363802.4998 261809.8971, 364197.8999 261230.8028, 366264.3019 262200.0954, 365770.802 264484.701400001, 369304.0992 265310.494999999, 370891.2982 263690.998600001, 368144.2995 262087.0977, 367682.8976 260457.304199999, 368350.0962 259675.9979, 371206.1029 259979.601, 373839.4023 258627.2981, 372505.4998 258213.5965, 373263.897 256781.6964, 372224.302 256135.201400001, 371240.4024 252773.2038, 370333.0004 252304.8978, 371684.9019 249741.3017, 374145.5002 250825.801200001, 376049.9032 249649.697899999, 375976.5963 245074.297599999, 376941.1036 243556.901900001, 375985.097 235939.5024, 373131.4978 235019.795600001, 372700.8006 233152.100299999, 371726.1024 232928.904100001, 370073.6025 233280.803400001, 370136.6031 235241.202299999, 368303.2972 235201.9035, 368253.1013 236195.899, 367233.4016 236119.800799999, 366326.6015 234472.102399999, 367758.1997 233024.8967, 366105.502 231516.398499999, 366276.0016 229630.2984, 365678.2017 229242.8993, 368105.5972 228235.397600001, 368050.5037 225597.2028, 369272.1002 224554.4013, 369864.9036 222184.6996, 366519.4041 220317.6041, 365089.2982 220855.9, 363486.4996 218153.703500001, 360111.796 218279.5975, 359951.1987 216935.702099999, 358689.9023 217684.3978, 357003.3008 215779.703, 356232.7009 216245.899599999, 355272.7037 214366.797499999, 354193.6973 215433.102299999, 352324.6986 215252.304, 352060.296 216474.804099999, 350827.2966 215978.995999999, 350528.3966 216946.8989, 349189.0029 215591.8968, 346471.1999 218872.897600001, 347202.5039 220498.202400001, 342576.9999 223386.095699999, 342192.4997 224689.9025, 340811.3035 224293.596000001, 341989.9021 225170.505000001, 339743.1971 226508.402000001, 333237.0029 223383.896400001, 332939.1006 225891.6985, 330775.4976 225881.2015, 329597.4021 229251.796700001, 326793.1991 232169.001700001, 324673.6989 236599.603399999, 325588.8018 238533.5998, 325311.0009 239685.699999999, 322937.8003 242814.304500001, 323198.5008 245574.4044, 324383.7037 245804.0987, 324435.796 247064.9977, 321926.2961 248343.1019, 322357.7025 249453.404100001, 325255.2973 250120.6031, 326721.5 251374.404200001, 326049.0988 252193.5997, 324916.5984 251285.7995, 323321.5006 252276.495999999, 325255.6023 254507.7973, 324779.5985 256626.300799999, 326846.0994 257748.5996, 326818.9979 260284.3037, 328790.4991 260483.5967, 328530.1036 261856.3038, 329390.8963 262569.6996, 331456.0037 263375.198999999, 333400.6014 262839.802200001, 335295.0031 263902.798, 331012.8977 265040.0024, 331879.4041 269766.6994, 334212.5997 270589.7039, 335069.5007 272770.499600001, 336535.3984 272851.1965, 336160.2975 274080.4047, 337036.6981 274729.5988, 338762.2987 274738.396299999, 337309.1973 275633.0002, 337639.7996 276868.196699999, 339293.899 275490.301100001, 339627.5024 276717.199899999, 341916.9992 277838.898800001, 344415.3022 277336.602600001, 345281.9983 276995.600199999, 345137.6025 275624.4027, 346145.9982 275543.3959, 346129.302 273494.5024, 350190.3986 273303.596999999, 349103.3038 271019.800799999, 347836.9036 271167.6984, 351400.3036 268101.596100001, 353751.4982 268428.8024, 353121.1962 268944.504799999, 354719.5013 271787.900900001, 357569.7035 269436.8039, 357958.1036 267827.5045))","Herefordshire, County of",160430.0,162055.0,163517.0,165165.0,165941.0,166557.0,168466.0,171014.0,171997.0,173612.0,174885,175258,175648,176033,176587,178103,179930,181791,182367,182865,183619,185197,186389,187737,188522,189532,191041,192107,192801
19,20,E06000020,Telford and Wrekin,291802973.438316,93575.1938714998,"POLYGON ((379018.8013 315959.596899999, 378787.5026 315079.5988, 375926.6972 314900.0002, 374674.2972 315839.101399999, 371756.502 307322.3993, 371787.2973 304083.1965, 370541.6005 303347.3971, 370433.2026 301953.596100001, 366133.898 303590.1976, 362995.803 306471.3029, 362523.5011 308297.700099999, 358026.3975 311442, 359742.4008 313565.5022, 355512.701 315090.195699999, 355327.7972 318297.6976, 356703.4032 319024.2996, 357424.5987 318184.200099999, 358205.2988 320061.002900001, 360145.6008 320081.097100001, 359776.4034 322433.603700001, 360809.6003 323276.9023, 362893.3993 322916.6954, 364101.6965 321971.2961, 363844.4012 320970.9024, 364902.696 322503.003900001, 366179.3035 322232.801200001, 367299.7991 323186.3982, 367928.1964 322529.496300001, 367067.4038 320710.297, 368204.9996 320418.9004, 369324.2996 320830.4026, 368228.8031 324910.9046, 372043.6032 325577.3038, 374641.6962 323853.8972, 375052.9021 322031.9987, 374131.3022 321399.299799999, 379018.8013 315959.596899999))",Telford and Wrekin,141294.0,142245.0,143247.0,144437.0,146143.0,146253.0,149670.0,152900.0,153730.0,155846.0,158573,159401,159848,160603,161535,162710,163368,164089,164889,165641,166831,167811,168642,169768,171677,173727,175768,177799,179854
20,21,E06000021,Stoke-on-Trent,92988650.0173569,51304.0331368415,"POLYGON ((387961.3038 354745.104699999, 388597.8968 354704.5963, 389299.7988 352552.9022, 391693.9007 351931.699999999, 392281.6994 350089.997199999, 391262.8984 350013.9989, 391796.997 347154.497400001, 393154.9997 345953.101299999, 393053.503 344488.8005, 394152.5037 344425.498600001, 393928.304 343143.095699999, 394776.1024 341906.299699999, 394179.1023 341834.9002, 394642.2026 341061.601500001, 391924.2018 339862.004899999, 391339.7011 341541.7041, 390312.8035 342092.5964, 389173.3031 339564.800000001, 388212.3989 339605.0984, 387893.8015 338771.497099999, 385828.4962 342600.900900001, 386377.5018 342690.395300001, 385640.5005 346464.505000001, 386512.1024 346979.797499999, 384100.6034 352925.5955, 386796.3014 355073.3007, 387961.3038 354745.104699999))",Stoke-on-Trent,249409.0,248882.0,248510.0,249472.0,249265.0,248976.0,247360.0,245298.0,244130.0,241989.0,240422,239955,240031,241078,241481,243069,243697,245509,245869,247381,248719,249792,250194,250956,251746,253659,255378,255833,256375
21,22,E06000022,Bath and North East Somerset,348611816.21056,107062.696328706,"POLYGON ((379613.8968 170018.901900001, 380725.9989 168577.704500001, 379864.7033 167449.997300001, 380490.5034 166503.9981, 379447.6021 166247.8014, 379765.5977 163430.897700001, 376113.5963 160776.897399999, 379450.4962 160439.604, 379131.503 159391.1041, 379952.6039 158503.598099999, 373099.8038 155128.904100001, 372148.2001 156263.599300001, 368585.6988 152886.7959, 367048.9019 153311.904300001, 366751.7993 152769.999399999, 364778.4017 153438.797900001, 365424.5012 154752.301899999, 361208.6035 156097.197000001, 356332.9031 153935.4958, 355563.0041 155271.4034, 351670.4035 157895.0024, 352219.5988 159253.803400001, 350784.7026 160095.502499999, 352008.4016 161387.9025, 351783.196 164763.1964, 352771.3006 162559.2972, 353534.4964 162625.598200001, 352973.2963 160538.195699999, 354196.0966 160475.703600001, 355243.5987 164206.2958, 356244.6975 164206.3957, 356469.697 165530.296800001, 357361.5982 164827.098099999, 356767.5003 165780.7951, 358129.8977 165704.297, 359041.1007 166666.8015, 360390.8007 166858.996400001, 361088.5967 168227.4047, 362817.6025 168149.497, 363512.2983 170773.695900001, 364607.9021 170099.198899999, 365911.3968 170118.4034, 365833.0027 168908.5997, 366653.9964 169284.202199999, 367449.8015 168647.704399999, 376235.5984 171227.1961, 377503.5981 170938.5987, 378359.5014 169317.3028, 379613.8968 170018.901900001))",Bath and North East Somerset,163135.0,163023.0,162221.0,162980.0,163511.0,163586.0,164738.0,165962.0,167061.0,168490.0,169158,169819,170361,170585,171274,171204,172635,173565,173360,174267,175538,177196,179460,181241,184287,186946,188678,192106,193282
22,23,E06000023,"Bristol, City of",109330796.983864,63557.8612004235,"MULTIPOLYGON (((341717.8128 173773.243100001, 340768.8822 172776.976299999, 340991.4 173180.899800001, 341717.8128 173773.243100001)), ((349479.3791 178332.203500001, 349236.7021 177313.135600001, 349390.504 178401.102600001, 349479.3791 178332.203500001)), ((353369.8887 183050.0341, 354814.0969 179554.702299999, 359783.0984 179992.1971, 359271.6985 178197.400900001, 361783.6966 177178.4025, 364283.3023 177340.1962, 364510.0002 173831.400599999, 363838.5966 172475.5987, 362613.8011 172005.203400001, 364607.9021 170099.198899999, 363512.2983 170773.695900001, 362817.6025 168149.497, 361088.5967 168227.4047, 360390.8007 166858.996400001, 359041.1007 166666.8015, 356044.796 167351.4955, 356338.7984 171118.8971, 355607.8984 171469.096799999, 356608.4036 172382.5953, 355996.4964 174437.797, 354150.1964 176603.3971, 352554.7028 175948.104699999, 350242.1022 178825.8006, 351301.0919 179999.9878, 351862.7981 180622.796800001, 351875.898 180647.215, 351903.4712 180702.5636, 351918.8305 180717.119999999, 351951.8995 180764.797800001, 352025.6008 180855.200099999, 352036.7976 180867.996400001, 352158.6017 181062.100500001, 352399.2999 181385.8982, 352436.1985 181389.6985, 352434.2214 181407.361500001, 352437.3014 181424.597100001, 352438.8489 181459.2478, 352448.7499 181488.1493, 352466.7549 181529.753599999, 352494.8524 181607.901799999, 352503.4996 181623.2248, 352524.9959 181672.6961, 352539.0318 181687.5995, 352559.5444 181706.237199999, 352588.5527 181754.5524, 352602.0761 181780.4713, 352617.3268 181802.4246, 352641.8216 181846.218599999, 352653.3509 181859.6526, 352679.3022 181900.6008, 352692.3319 181920.251, 352701.3 181939.7996, 352718.3013 181971.3006, 352724.7883 181986.3027, 352740.2926 182001.5066, 352748.7009 182013.298599999, 352751.3022 182029.354, 352782.5511 182063.251499999, 352790.7886 182078.9564, 352804.4999 182080.0012, 352857.9411 182062.6614, 352870.5274 182043.6272, 352886.2664 182018.2983, 352900.5189 182016.0189, 352890.5705 182035.566500001, 352869.0499 182071.901799999, 352840.9027 182126.3518, 352858.2489 182182.5, 352861.1703 182202.5441, 352890.1306 182246.949200001, 352897.011 182261.692, 352916.0014 182291.9988, 352924.2641 182311.5832, 352938.9054 182340.627599999, 352949.7017 182360.332599999, 352966.3499 182385.601399999, 352989.704 182421.9016, 352997.9985 182434.498, 353008.1977 182444.895, 353025.1004 182472.0976, 353033.8028 182489.1524, 353051.9431 182510.704399999, 353061.7988 182536.198899999, 353071.6652 182549.370200001, 353087.3096 182584.8268, 353106.7015 182605.848999999, 353112.0211 182625.4187, 353125.7997 182644.500399999, 353137.6582 182658.0153, 353160.8587 182703.5989, 353176.1732 182726.476299999, 353189.4733 182753.2248, 353275.3168 182903.3215, 353303.1511 182948.9002, 353311.5994 182965.495999999, 353325.2726 182981.300100001, 353335.3814 182996.5777, 353346.6047 183017.0305, 353369.8887 183050.0341)))","Bristol, City of",392174.0,390607.0,390565.0,390996.0,391326.0,389196.0,389163.0,389398.0,390985.0,390446.0,390049,389735,391454,395743,405407,408428,411901,414822,418990,423044,428074,433043,438386,443791,450640,455966,459252,463405,463377
23,24,E06000024,North Somerset,372311828.356541,109731.313803356,"POLYGON ((352554.7028 175948.104699999, 354150.1964 176603.3971, 355996.4964 174437.797, 356608.4036 172382.5953, 355607.8984 171469.096799999, 356338.7984 171118.8971, 356044.796 167351.4955, 359041.1007 166666.8015, 358129.8977 165704.297, 356767.5003 165780.7951, 357361.5982 164827.098099999, 356469.697 165530.296800001, 356244.6975 164206.3957, 355243.5987 164206.2958, 354196.0966 160475.703600001, 352973.2963 160538.195699999, 353534.4964 162625.598200001, 352771.3006 162559.2972, 351783.196 164763.1964, 352008.4016 161387.9025, 350784.7026 160095.502499999, 352219.5988 159253.803400001, 351670.4035 157895.0024, 346813.7987 158441.8958, 343053.6963 158903.8036, 343610.8975 156123.599400001, 338944.597 156025.7974, 338411.496 156766.4954, 337540.3971 154991.9034, 334784.5019 156412.696699999, 333033.1025 156625.795700001, 332282.2001 155625.901900001, 331087.903 156011.4015, 331358.0029 157717.403200001, 330421.7728 158572.763699999, 330821.8019 158450.5033, 331228.1931 159999.9734, 331654.2974 161624.604800001, 330831.1 162391.4002, 332745.3994 163182.999700001, 333122.9994 164405.2994, 333074.7978 165313.9987, 331849.6971 165942.898700001, 332543.4874 166196.630000001, 334723.7725 166794.8269, 334749.6008 166197.1, 336275.4997 166716.6, 338436.7012 168543.5042, 339999.997 171381.263800001, 340768.8822 172776.976299999, 341717.8128 173773.243100001, 346377.3604 177572.8068, 346398.4156 177584.214299999, 348976.5126 177339.361199999, 349236.7021 177313.135600001, 349479.3791 178332.203500001, 352554.7028 175948.104699999))",North Somerset,179213.0,179619.0,181056.0,181338.0,182027.0,183247.0,183813.0,185937.0,186745.0,187745.0,188840,189718,191323,192776,194745,197028,199498,200853,201711,202967,203091,204454,206182,208185,209941,211747,212834,213919,215052
24,25,E06000025,South Gloucestershire,522992145.367832,116032.943494706,"POLYGON ((379893.998 188356.7028, 380503.3987 186666.0967, 381208.9039 186560.397, 382055.3995 185702.102700001, 381611.8977 181962.5031, 382587.1977 180914.903000001, 377582.2972 177668.902100001, 378473.1019 176537.695900001, 379927.9017 176451.400599999, 379548.901 173332.103499999, 380286.298 173246.2981, 379613.8968 170018.901900001, 378359.5014 169317.3028, 377503.5981 170938.5987, 376235.5984 171227.1961, 367449.8015 168647.704399999, 366653.9964 169284.202199999, 365833.0027 168908.5997, 365911.3968 170118.4034, 364607.9021 170099.198899999, 362613.8011 172005.203400001, 363838.5966 172475.5987, 364510.0002 173831.400599999, 364283.3023 177340.1962, 361783.6966 177178.4025, 359271.6985 178197.400900001, 359783.0984 179992.1971, 354814.0969 179554.702299999, 353369.8887 183050.0341, 354119.5005 186298.601399999, 356618.9985 189831.000700001, 355859.0582 190260.654200001, 355803.6496 190291.981000001, 355843.147 190327.506899999, 355378.1003 192104.5, 357413.6987 195395.8978, 360371.8755 196263.2169, 362706.5003 198319.900900001, 366230.5961 196244.604900001, 366144.699 194117.8037, 369449.7977 194948.3959, 373385.3962 193530.401799999, 372380.0017 193002.0031, 373175.8975 192152.0964, 372759.9012 188798.6963, 374428.0007 188817.200999999, 374777.4017 189496.196599999, 377161.8981 188135.496099999, 379893.998 188356.7028))",South Gloucestershire,222150.0,225629.0,228666.0,230850.0,231341.0,233020.0,236306.0,238357.0,241635.0,244790.0,245985,247755,249176,251226,253178,255258,256640,257970,259730,261471,263417,266193,268951,270994,273952,276677,279027,282644,285093
